recording,method,latency_budget_ms,ablation,seed,der,miss,false_alarm,confusion,jer,der_no_overlap,der_collar250ms,overlap_miss_floor,n_speakers_true,n_speakers_pred,speaker_count_error,latency_median_ms,latency_p95_ms,latency_max_ms,latency_first_ms,n_decisions,turn_accuracy,duration_s,overlap_fraction,embed_s,cluster_s,total_s,rtf,extra_mean_query_size
test_000_1022,online,500.0,full,0,0.6154770075497598,0.0427247769389155,0.0250514756348661,0.547700754975978,0.9510291734327894,0.6186219739292365,0.5739773716275022,0.039293067947838,5.0,3.0,-2.0,500.0,500.0,500.0,500.0,229.0,0.4075829383886256,60.0,0.0409001607429898,0.0442971000156831,0.0422142999887,0.1007950000057462,0.0016799166667624,2.921397379912664
test_000_1023,online,500.0,full,0,0.4885375494071146,0.1141501976284585,0.0232411067193675,0.3511462450592885,0.8315981964318192,0.451968182745258,0.420217803030303,0.1124110671936758,5.0,3.0,-2.0,500.0,500.0,500.0,500.0,230.0,0.5783783783783784,60.0,0.1266476665479159,0.0444133999990299,0.0396397000004071,0.0988015999901108,0.0016466933331685,2.9217391304347826
test_000_1000,online,500.0,no_bounded_window,0,0.1542347196497727,0.0756019531907728,0.0227310995117023,0.0559016669472975,0.2329038545909063,0.0997856168388228,0.0589005235602094,0.0680249200202054,3.0,3.0,0.0,500.0,500.0,500.0,500.0,225.0,0.9447236180904522,60.0,0.0729900632339656,0.0476753999828361,0.0231847999966703,0.0839971999812405,0.0013999533330206,1.0
test_000_1001,online,500.0,no_bounded_window,0,0.2744034707158351,0.064172089660159,0.0448300795372378,0.1654013015184381,0.3911020053063143,0.2349737797498991,0.1056955093099671,0.051879971077368,3.0,5.0,2.0,500.0,500.0,500.0,500.0,217.0,0.8333333333333334,60.0,0.0547187797902764,0.0464055000047665,0.027312799997162,0.0881013000034727,0.0014683550000578,1.0
test_000_1002,online,500.0,no_bounded_window,0,0.4073102483385799,0.0431969220006995,0.0269324938789786,0.3371808324589017,0.8048341047284019,0.384904243334585,0.3153396311291048,0.0342777194823364,3.0,3.0,0.0,500.0,500.0,500.0,500.0,225.0,0.6523809523809524,60.0,0.0354943860919956,0.0486619000148493,0.0238607999926898,0.0873172999999951,0.0014552883333332,1.0
test_000_1003,online,500.0,no_bounded_window,0,0.3307624890446976,0.0255915863277826,0.024715162138475,0.2804557405784399,0.6192839478622693,0.3185239581420965,0.2552702984763097,0.0226117440841367,5.0,5.0,0.0,500.0,500.0,500.0,500.0,228.0,0.7077625570776256,60.0,0.0231348637015781,0.0464687999919988,0.0245177999895531,0.0849793999805115,0.0014163233330085,1.0
test_000_1004,online,500.0,no_bounded_window,0,0.3304251269035533,0.1153236040609137,0.0115799492385786,0.2035215736040609,0.6175001788360335,0.2604887983706721,0.252037752037752,0.1105647208121827,4.0,4.0,0.0,500.0,500.0,500.0,500.0,226.0,0.7606382978723404,60.0,0.1243088995897984,0.0585196999891195,0.0262035999912768,0.0989108999783638,0.0016485149996393,1.0
test_000_1005,online,500.0,no_bounded_window,0,0.2830156569094622,0.0660313138189244,0.0233151803948264,0.1936691626957113,0.4176902969233007,0.2535318823978618,0.1751183231913455,0.05428863172226,5.0,6.0,1.0,500.0,500.0,500.0,500.0,225.0,0.7871287128712872,60.0,0.057405074680583,0.0478688000002875,0.0370772999885957,0.098666099976981,0.0016444349996163,1.0
test_000_1006,online,500.0,no_bounded_window,0,0.2573148302959371,0.0822604915565958,0.018558769436549,0.1564955693027921,0.4149261444568796,0.2055304961757207,0.1208609271523178,0.0737334893830463,5.0,6.0,1.0,500.0,500.0,500.0,500.0,224.0,0.845360824742268,60.0,0.0796028880866425,0.1353111999924294,0.0259700999886263,0.1770476999809034,0.0029507949996817,1.0
test_000_1007,online,500.0,no_bounded_window,0,0.3621547435237605,0.0718819694630296,0.0283067421513124,0.2619660319094184,0.606388658749885,0.3415499901400118,0.2868073266867609,0.0650197289414994,2.0,3.0,1.0,500.0,500.0,500.0,500.0,223.0,0.705,60.0,0.0695412844036697,0.0507443000096827,0.0262241000018548,0.0906805999984499,0.0015113433333074,1.0
test_000_1008,online,500.0,no_bounded_window,0,0.1184916104480193,0.0477426050856253,0.0164331430548348,0.0543158623075592,0.1769395872164441,0.0850423330197554,0.0267624020887728,0.0403044455976474,2.0,2.0,0.0,500.0,500.0,500.0,500.0,224.0,0.9473684210526316,60.0,0.0419971160778658,0.0497825999918859,0.0240003999788314,0.0879561999754514,0.0014659366662575,1.0
