budget_ms,der,noise_scale,n_seeds
0.0,0.3729396649758614,0.06478087086101002,3
250.0,0.316320133317615,0.0699040684172949,3
500.0,0.3054257418428406,0.04179567136550838,3
1000.0,0.3007910439227736,0.04739256361298063,3
2000.0,0.324486969437239,0.03817213152814014,3
4000.0,0.35047544511129014,0.02510273460946153,3
8000.0,0.36066269933622974,0.025242505956434156,3
